date,version,commit,branch,build_type,artifact_paths,status,operator,change_summary,notes
2026-07-24,1.4.12,a3de3335,master,release:publish,release/portable/Curated-1.4.12-windows-x64.zip; release/installer/Curated-Setup-1.4.12.exe; release/manifest/release.json,成功,wujiahui,"a3de3335 test(e2e): stabilize personalization release gate
f01d9e6a docs(product): record personalization delivery status
6c583b59 docs(readme): describe personalization features
ee0779e4 docs(api): document personalization endpoints
4067ddb7 feat(i18n): translate personalization workflows
8928fe61 feat(insights): add personal viewing dashboard
9262ecf2 feat(actors): add canonical merge workflow
c612f7bb feat(home): add explainable recommendation feedback
b8fbef96 feat(library): add saved views and canonical actor filters
1e5911e8 feat(personalization): add durable library intelligence services
b2fc6d0e docs(plan): track personalization milestone delivery
1927de45 docs(plan): assess WebDAV library storage
770e808b docs(plan): define metadata source decoupling
3e788f43 docs(plan): assess container deployment feasibility
4092cbd6 docs(network): map scraping request paths
ef1e7ce1 fix(settings): align maintenance workspace UI
00f4c74a perf(player): load the light HLS runtime
35eae86b fix(navigation): preserve actor return through playback
d1b950e6 fix(history): restore page title spacing
827b851d fix(settings): refresh translated select values
dd42c0f2 perf(frontend): lazy-load locale and health chunks
f34073b2 fix(health): keep reports contract-safe and repairable
dd6b4bea feat(health): expose confirmed cleanup controls
01f1ffd6 feat(health): add audited confirmed cleanup actions
2348c566 feat(health): add maintenance diagnostics workspace
24b9fceb feat(health): persist bounded metadata repair queue
19056f99 feat(health): add read-only library diagnostics
13b38442 docs: document restart-safe upload sessions
3e77766e feat(import): persist resumable upload sessions
047f0111 docs: document audited path migration
1d9b2070 feat(storage): add audited path migration CLI
44eff48f docs: document backup maintenance API
e7958490 feat(backup): add maintenance backup controls
aa2946b0 docs: document backup recovery workflow
4d0fd1f0 feat(backup): create verify and restore library packages
bd2e9b59 fix(storage): lock the active database across processes
cb6ecccc docs: track audit requirements and plan status
3804e639 docs: refresh current feature inventory
dba73822 perf(frontend): enforce bundle budgets and lazy media chunks
f792870e fix(ui): improve mobile library touch targets
fc264956 ci: add frontend backend build and audit gates
b054cb1e test(e2e): cover mock navigation and locked startup
68f83960 fix(frontend): hydrate protected state after unlock
a60a630b fix(frontend): start only the active library adapter
08f95f1c chore(deps): patch frontend security advisories
b1483fa4 feat(security): add trusted session controls
eebe3f68 feat(security): manage trusted auth sessions
68ae71f5 feat(security): rate limit PIN attempts
0741b54b fix(security): restrict browser origins and hosts
30b54b94 fix(security): default HTTP listeners to loopback
49fbf1c6 fix(storage): enforce sqlite foreign keys
8b00e69c fix(release): stage sanitized config example
6fb3752b fix(installer): close running desktop app during install
586bc1f6 chore(release): prepare 1.4.11 package",versionSource=auto-patch; BuildStamp=20260723.171425; portable=versionSource=explicit; installer=versionSource=explicit
2026-08-07,1.4.13,896f16b0,master,release:publish,release/manifest/release.json,失败,wujiahui,"896f16b0 docs: document release cache safeguards
30410c6f test: keep release fixtures date independent
4c3afcdd fix(release): refresh packaged frontend assets
a67b592a fix(metadata): preserve distinct poster thumbnails
b56d35ae docs(settings): document persisted backup directory
be6ca0c4 feat(settings): persist backup directory
e53787e6 fix(api): encode empty backup arrays
5a0a0a54 feat(settings): generate backup filename from directory
64f291fa chore(release): prepare 1.4.12 package","versionSource=auto-patch; BuildStamp=20260807.154548; error=Release library config example must match the sanitized baseline and must not contain machine paths, proxy details, provider selections, library ids, or player commands"
2026-08-07,1.4.13,0b314359,master,release:publish,release/portable/Curated-1.4.13-windows-x64.zip; release/installer/Curated-Setup-1.4.13.exe; release/manifest/release.json,成功,wujiahui,0b314359 fix(release): include persisted backup setting,versionSource=explicit; BuildStamp=20260807.154802; portable=versionSource=explicit; installer=versionSource=explicit
2026-08-09,1.5.1,1b162bd1,master,release:publish,release/portable/Curated-1.5.1-windows-x64.zip; release/installer/Curated-Setup-1.5.1.exe; release/manifest/release.json,成功,wujiahui,"1b162bd1 fix: smooth GIF capture progress
8b23acf8 fix: remove player curated toolbar button
0d5bdfda fix: simplify home section headers
d21f4762 fix: align recommendation actions with tags
a20104bf fix: center collapsed sidebar brand icon
7f562d19 fix: hide empty related movies section
b3240ca2 feat: show shared-actor movies on detail page
d4ac1605 fix: simplify theme control and comment saving
40cc07e2 fix: simplify player media heading
fa11011c fix: remove sidebar update badge
e65a832f fix: center capture feedback toggle
67cc9360 fix: streamline curated settings hints
8688025d fix: simplify settings descriptions
cd503325 feat: confirm single movie metadata refresh
a04b8135 fix: hide insights local-only eyebrow
7bbe1212 fix: preserve actor library scroll position
7c1f68cb fix: use live reactive playback time for GIF clips
888334f6 fix: keep consecutive GIF captures independent
f174d88f feat: add GIF export to curated frame details
9f4c7e9a fix: avoid extra frame after max GIF duration
74cbb11f fix: anchor motion frames at press time
faf8749f feat: persist GIFs with curated frames
e72c74fe feat: raise default GIF export width to 640px
24f132fd style: tighten watermark metadata spacing
08817335 style: lighten watermark metadata weight
dd26ede5 fix: align watermark metadata and enlarge logo
5843f5bd fix: preserve held GIF duration and simplify completion
2936c3d3 fix: use official Curated logo in watermarked exports
a206aef3 fix: refine GIF download feedback and watermark layout
996c4bde feat: generate GIF clips with ffmpeg tasks
b099c92a fix: preserve completed GIF clip state
1824d06d feat: add long press GIF clip capture
6943a999 feat: improve curated frame capture feedback
cf93e6d3 feat: add watermarked curated frame export
f6b3a9f9 chore(release): prepare 1.4.13 package",versionSource=auto-patch; BuildStamp=20260808.190310; portable=versionSource=explicit; installer=versionSource=explicit
2026-08-16,1.5.2,aaefd417,master,release:publish,release/manifest/release.json,失败,wujiahui,"aaefd417 docs: sync project facts after tonight library and scrape work
6a78f1e9 docs: keep README short and move the handbook to docs/guide
525f158c fix: hide empty continue-watching row and show more titles
0a53deb1 feat: allow AND multi-tag filtering for curated frames
5ef1b9f8 feat: add library facet pickers and retire the tags browse page
53cb659e feat: auto-scrape missing actor profiles in the background
7470bd7f chore: rename Curated brand icons to kebab-case roles
6f78bc4d docs: record scrape, message-center, and library-filter requirements
2bb7bbe3 fix: match header theme toggle to message icon size
2826efce feat: show scraped metadata provider on movie details
6cc9b4a7 feat: strengthen library filters with chips and richer conditions
bcd77839 feat: add policy-driven message center with Now and needs-you
edbe7f7c feat: share scrape slots and skip duplicate movie scrapes
5d6129ca fix: run GIF clip capture through executil
5ee801c6 chore(release): publish Curated 1.5.1
e293c1d2 feat: streamline media capture and library navigation",versionSource=auto-patch; BuildStamp=20260815.195953; error=pnpm typecheck failed with exit code 2
2026-08-16,1.5.2,6fb6119d,master,release:publish,release/portable/Curated-1.5.2-windows-x64.zip; release/installer/Curated-Setup-1.5.2.exe; release/manifest/release.json,成功,wujiahui,6fb6119d fix: unblock production typecheck for library and message tests,versionSource=auto-patch; BuildStamp=20260815.200138; portable=versionSource=explicit; installer=versionSource=explicit
2026-08-17,1.5.3,e8309dd1,master,release:publish,release/portable/Curated-1.5.3-windows-x64.zip; release/installer/Curated-Setup-1.5.3.exe; release/manifest/release.json,成功,wujiahui,"e8309dd1 chore(release): record Curated 1.5.2 package
ee3a905c feat: show paired primary triangles over the progress bar on hover
03a5d112 fix: hide slider thumb on player progress bar
dd21af3e docs: note narrower marker tick widths in frame marker docs
5cfa2804 fix: narrow frame marker tick lines
c54f2bac docs: reflect plain-text cluster count styling in frame marker docs
e1666c6d fix: render dense frame marker count as plain primary text
2f3d0240 docs: align frame marker badge placement with below-track design
d6242d46 fix: hang dense frame count badge below the progress track
29b4972f docs: sync playback performance changes across project facts and API docs
4a1571cc fix: keep locked startup free of playback prefetch requests
d1231da6 perf: skip no-op active playback session publishes
03a43111 perf: negotiate direct play with browser codec capability
ffda5c72 perf: cut serial requests before first player frame
62ac909d perf: add size+modtime ETag to direct movie stream
e099d1c1 perf: persist media probe results across restarts
6c1e4646 docs: sync player frame markers feature facts and plan status
48f8aa40 feat: mark curated frames on player progress bar
9469751b perf: probe hardware encoder capability before session start
4436cba5 feat: add player progress frame marker overlay component
51b31c9a perf: pace ffmpeg session input at 2.5x realtime
8aadc8bc perf: keyframe-aligned remux for mid-stream HLS starts
806df1d8 feat: add pure clustering util for player frame markers",versionSource=auto-patch; BuildStamp=20260816.162419; portable=versionSource=explicit; installer=versionSource=explicit
2026-08-18,1.5.4,acfa1062,master,release:publish,release/manifest/release.json,失败,wujiahui,"acfa1062 i18n: add playlist, import resume, and bookmark copy
3b3d88b5 docs: record AI integration research notes
af63aa18 fix: keep saved-view nested menus as separate panels
776173db docs: capture player playlist first-slice requirements
51bd3b74 feat: play a library or actor queue from the player
cb219c13 feat: double-click library cards to play and shift-select in batch
238d456f docs: record movie import resume and scan-alignment work
6bb0782a feat: resume interrupted movie import uploads
76d166a4 fix: scan imported video types and preflight import disk space
b1ce2dcc chore(release): publish Curated 1.5.3",versionSource=auto-patch; BuildStamp=20260817.165452; error=pnpm typecheck failed with exit code 2
2026-08-18,1.5.4,d620ebb9,master,release:publish,release/portable/Curated-1.5.4-windows-x64.zip; release/installer/Curated-Setup-1.5.4.exe; release/manifest/release.json,成功,wujiahui,d620ebb9 fix: drop invalid exists() check in playlist reveal tab test,versionSource=auto-patch; BuildStamp=20260817.165606; portable=versionSource=explicit; installer=versionSource=explicit
2026-09-06,1.5.5,a05923de,master,release:publish,release/portable/Curated-1.5.5-windows-x64.zip; release/installer/Curated-Setup-1.5.5.exe; release/manifest/release.json,成功,wujiahui,"a05923de test(e2e): align theme selector and await responsive controls
b96284f3 test(curated): install i18n for virtual frame grid
a1110307 fix(deps): patch PostCSS and nanoid security advisories
00aedbda Merge branch 'agent-enhance'
9c845a59 style(agent): soften and narrow divider hover indicator
9f9267da docs(agent): describe docked panel layout and controls
dc5907b9 fix(library): wrap toolbar actions in narrow content panes
cac64fa0 feat(agent): dock chat panel beside workspace content
19da32e9 docs(ai): document automatic settings persistence
7c988b22 feat(ai): autosave policy and provider settings
d3de6960 docs(curated): record capture optimizations benchmarks and validation
3fed3eb1 fix(curated): contain original image width inside preview dialogs
50352f45 fix(curated): preserve preview lifetime and accessible capture feedback
358d0e80 fix(curated): enable pixel inspection in standalone previews
ba75a641 perf(i18n): load optional dictionaries as JSON assets
7d10c9be fix(curated): reset click suppression for each capture gesture
297244ab test(curated): verify source frames with synthetic video
06da0098 fix(curated): validate images and honor conditional image requests
a610ebf5 feat(curated): offer compact video clips alongside palette GIFs
b6a3e889 feat(curated): review visual similarity without automatic deletion
08bfa234 feat(curated): extract source frames and inspect original pixels
97082371 docs(ui): record maintenance settings layout conventions
d33ddac9 fix(settings): align maintenance sections with settings UI
e5ab69e0 perf(curated): encode 4K frames off thread with bounded fallback
85e18b7d perf(curated): use cursor pages and unload offscreen frame cards
ad4ee28b fix(ai): preserve settings scroll position during pagination
6e5fc8fc fix(curated): bound GIF jobs and track actual media duration
2eae285c feat(curated): queue captures with replay-safe preview receipts
acb3ad4a fix(settings): vertically center curated export controls
902f83f3 perf(curated): load adjacent originals and preserve image URLs
6f1b88fe perf(curated): bound thumbnail reads and batch motion queries
94882796 fix(ai): prevent crowded limit fields
da9a1be7 fix(settings): align capture feedback sound control
8f63079e fix(ai): show provider connectivity results inline
77253412 feat(ai): paginate requests and audit records separately
c9db6da8 feat(ai): compact request and audit records
a7281375 feat(ai): align settings panel with Curated UI system
7c80419f fix(ai): compact agent context chips
acb180a0 fix(ai): resize agent window from all four corners without grip icons
a527b2ed fix(ai): keep thinking disclosure stable during streamed turns
0bd9e59c docs(ai): document formal governance contracts and validation
008e2ae0 feat(ai): add formal settings usage and audit panel
3bf6a655 fix(ai): classify interrupted provider streams as failures
12253914 feat(ai): enforce global governance and persist usage audit reports
ddaa9e6a feat(ai): capture measured provider usage and request timing
821e4152 docs: refresh project overview dashboard
b6321237 docs(playback): document reliability fixes and validation
8dc5de10 test(playback): verify real session isolation and superseded seeks
ceb6bfaa fix(playback): recover HLS errors and roll back failed handoffs
e05ba547 fix(playback): throttle the actual FFmpeg process with bounded fallback
9634d964 fix(playback): budget seek catchup and wait for contiguous buffer
0497b72d perf(playback): remove duplicate HLS media prewarming
36845da4 fix(playback): honor explicit startup targets and cancel abandoned requests
89f30e19 fix(playback): isolate sessions and bound cancellable startup
867e7419 docs(agent): record reliability updates and live evaluation evidence
dc7cdf4f test(agent): add opt-in synthetic real-provider evaluations
091062fc fix(ai): allow bounded reasoning output in connectivity probes
f3019ddf fix(agent): close empty answers while preserving tool evidence
4fa8bb18 feat(agent): recover confirmed writes from durable receipts
68ad630b feat(agent): bound history and model request context
dd8ab0ae feat(agent): paginate chat history with stable cursors
4eb77718 docs(agent): record reliability implementation and validation
66479fb9 fix(agent): finish interrupted tool indicators without assuming success
c209094a fix(agent): reject writes when previewed content has changed
8ee77afc fix(agent): recover interrupted replies and bound action requests
0bd2b260 fix(agent): preserve turn outcomes and evidence in history
382182d6 fix(agent): retain recent dialogue in long chat sessions
f292abc0 docs(agent): assess AI progress and reliability priorities
9b617c39 docs: record code review fixes and validation results
ec444955 fix(player): step frames using source media cadence
8e527c44 fix(agent): isolate streams and history loads across session changes
9978d100 fix(agent): validate source targets separately from proxy connections
454d12c9 fix(update): detach installer lifetime from HTTP requests
26441dce docs: move project dashboard to root
df132006 docs(agent): record R1 validation
28d95df9 test(agent): cover trusted outcome edge cases
5e6df947 docs: record Agent v2 evidence workflow
c82b40dd feat(agent): show evidence and selection states
b55eeec2 feat(agent): add trusted resolution and evidence outcomes
a406dea9 feat(skills): add project dashboard refresher
a8af5dcf docs: add project overview dashboard
3f3b774e docs: define Agent prompt v2 guardrails
e42f0328 docs: prioritize Agent evidence and ambiguity work
0ead8b52 feat(skills): add curated development workflows
f387ddab docs: sync Agent import and playback behavior
d1fa3f14 feat: improve HLS playback stability
386cbe09 feat: check duplicate movie codes before import
3c4ece54 feat: add in-place Agent display translation
20a3cdc2 feat: expand experimental Agent workflows
bfa5daab feat(skills): add curated development workflows
0e04174c docs: record experimental agent E2/E3 write actions and requirement progress
735b5453 feat: ship gated Agent Window writes and in-place E3 actions
b2547f71 feat: add experimental agent tools, write-preview actions, and saved-view create
d4eafec1 docs: record experimental agent E1 endpoints, facts, and requirement progress
7fed1c2e feat: experimental agent E1 - provider settings, AI chat SSE, and floating agent window
94183f61 test: make movie import upload ledger dates relative to now
4ffd9888 docs: add agent charter, user PRD, and E1-E4 milestone plan
79b8ebb9 chore(release): publish Curated 1.5.4",versionSource=auto-patch; BuildStamp=20260906.154156; portable=versionSource=explicit; installer=versionSource=explicit
2026-09-16,1.5.6,712a9fe4,master,release:publish,release/portable/Curated-1.5.6-windows-x64.zip; release/installer/Curated-Setup-1.5.6.exe; release/manifest/release.json,成功,wujiahui,"712a9fe4 fix(library): sort added movies by ingestion time, not catalog codes
e5dd8c1c docs(shell): record desktop sidebar animation performance review
39a1934c docs(playback): note Electron libmpv integration options
369fa98d docs: add Figma, SMB, Agent icon, and requirements review plans
dfc868b8 docs: sync API and facts for book notes, ratings, titles, and Agent
938317cb docs(agent): record comic and photo library Agent scope
6811993f docs(books): record notes, ratings, and display-title plans
7986f45f feat(agent): enable comic and photo library tools when Beta is on
507c2afd feat(books): add notes, ratings, and editable display titles
df3800d1 docs(books): record browse filters, reader HUD, and wall performance
0e72e690 feat(books): add library filters, shared reader chrome, and wall paging
a511c2f7 feat(security): disable PIN from settings when LAN is off
d3090ebe fix(ai): sync governance when the app mounts
a4756ace docs(rules): require a comment on every function
c11a668e docs: refresh project dashboard for September 11
ae6c2e5b docs(books): document media information menu and dialog
10fe707c feat(books): move source details into media information dialog
dfec0382 docs(books): document adaptive preview proportions
f9472323 fix(books): adapt preview cards to natural image proportions
5f2de76c docs(detail): record movie card spacing verification
2af16efe fix(detail): remove duplicate movie card vertical padding
11ddf3bb docs(import): record target directory UI verification
37879a86 fix(import): unify media target directory display
bc2c3ea6 docs(books): record shared tag control verification
a0c88202 refactor(tags): reuse movie tag add control across media details
5da02b00 docs(books): record detail spacing alignment checks
439ac70d fix(books): align detail gutters and cover spacing with movies
cb91ffbe fix(agent): keep chat closed when AI settings load
27085b28 style(agent): use a double chat bubble entry icon
03ca75ed fix(shell): restore header alignment with the sidebar brand
690c348f fix(books): use compact desktop reading buttons
81749970 docs(books): describe numbered preview pagination
e2ffcf42 feat(books): replace preview page input with numbered pagination
095f942f fix(photos): hide empty tag placeholder in details
f0ae71c7 docs(photos): document detail tag editing and persistence
cb77562f feat(photos): add persistent tags from photo details
e6c5d4f0 feat(photos): persist tags through a gated photo endpoint
929d07d8 fix(photos): use an open book icon for reading
7ecad51f fix(photos): label the open action as read
7e381477 fix(settings): narrow reader default option controls
51719c12 fix(settings): align book library add path buttons to the right
50deea59 test(libraries): include loaded state in book view service mocks
03cfc7d3 fix(libraries): match book sort controls to movie library UI
d2abf570 docs(libraries): update card title display behavior
76670766 fix(libraries): truncate comic and photo card titles to one line
0be36962 docs(libraries): record adaptive preview behavior and validation
bc5e9a07 feat(libraries): align book browsing UI and adaptive previews
6dead3c0 perf(photos): generate bounded cached page thumbnails
01b351b5 docs(import): document unified media import and verification
6c20262c feat(import): unify media uploads in gated tabs
e32d46a4 feat(photos): support isolated archive imports
7dd35d4d fix(settings): remove AI card from experimental features
4da7bd89 docs: record movie-only Agent boundary for media Beta
ee713c7b fix(agent): exclude comic and photo libraries from AI scope
25e2d623 docs: refresh dashboard after media Beta integration
145c5241 docs: record comic and photo Beta scope and verification
28f6c9f8 build: load pinyin dictionaries as data within existing JS budgets
b31e7a35 feat(media): merge comic and photo libraries behind experimental Beta switches
b1108e02 feat(media): preserve comic refinements and photo library beta implementation
4e186743 docs: refresh project dashboard for September 10
30dccba2 docs(agent): document referenced answers and verification results
1592f556 fix(agent): distinguish write target IDs from generated catalog claims
fa95050b feat(agent): validate and render referenced movie answers before publication
e028cb62 docs(agent): document optional limits and confirmation states
9826e005 fix(agent): distinguish execution limits and confirmation outcomes
ec933dab feat(agent): capture request-scoped answer references
5677a26c feat(agent): make tool-step limits opt-in
b2e6e7a8 docs(ui): clarify bookmark panel spacing and mobile behavior
288e6db7 fix(library): align bookmark creation UI and keyboard behavior
a4fc33a0 test(release): use platform FFmpeg fixture names
519fe911 fix(build): track required Electron preload copy script
b63a1043 ci: build frontend with production Web API mode
a4fb8fe6 test(app): drain actor scrape tasks before closing stores
55580d6d test(playback): assert platform-specific encoder candidates
3f64f437 test(backup): use portable absolute library paths
26d3d346 chore(release): record published Curated 1.5.5
4f524c0f fix(frontend): align comic settings path add flow
37e71f7b fix(frontend): hide comic detail source metadata
6ee0e6aa fix(frontend): simplify comic library header
5667b123 fix(frontend): align comic detail actions and poster sizing
79a4d00b docs: record comic detail action design
e48d1ed4 fix(frontend): align comic layouts with movie views
6af8a538 docs: document comic library MVP
980282b8 fix(frontend): satisfy comic lint checks
3a2268b1 feat(frontend): track comic tasks
f96f9890 feat: add comic import flow
0bd0b06e feat(frontend): add comic reader
93108047 feat(frontend): add comic library and detail pages
0aa7f581 feat(frontend): add comic navigation shell
efc9a9a2 feat(frontend): add comic settings
f0ab7f49 feat(frontend): add comic service boundary
1787304f feat(backend): add comic library APIs
033f9299 feat: expose comic settings and scan APIs
c9ba0bf7 feat(backend): add comic scanner
14c975a1 feat(backend): add comic archive reader
b62647da feat(backend): add comic repositories
ab814699 feat(backend): add comic schema and settings",versionSource=auto-patch; BuildStamp=20260915.161823; portable=versionSource=explicit; installer=versionSource=explicit
